1016000,3,2,3,0,0,3,Strixhaven,equipment,Bottle,Red,,,,,MYTHIC RARE
1016001,2,1,1,3,3,2,Kamigawa,creature,boar,Black,,,,,MYTHIC RARE
1016002,1,2,0,3,1,1,Kaldheim,equipment,Talisman,Black,,,,,COMMON
1016003,1,1,1,0,0,3,Strixhaven,equipment,Talisman,Red,White,,,,COMMON
1016004,0,3,2,1,2,1,Kaldheim,equipment,Talisman,Black,Blue,,,,MYTHIC RARE
1016005,2,1,3,0,1,1,DnD,creature,human,Red,Green,Blue,,,COMMON
1016006,3,2,1,2,2,3,Innistrad,creature,dwarf,White,Green,Red,,,UNCOMMON
1016007,1,1,2,3,3,1,Strixhaven,creature,dragon,Blue,White,,,,COMMON
1016008,0,3,2,1,1,3,Strixhaven,creature,elf,Black,Blue,,,,COMMON
1016009,1,0,0,1,0,2,DnD,equipment,Talisman,Blue,Red,White,Green,,COMMON
1016010,0,2,3,2,1,2,Kaldheim,creature,zombie,White,Red,Green,,,UNCOMMON
1016011,2,1,0,0,1,3,Kaldheim,equipment,Bottle,Red,Blue,Black,,,UNCOMMON
1016012,2,3,2,3,3,1,Strixhaven,equipment,Boots,Black,,,,,MYTHIC RARE
1016013,3,3,1,0,3,1,DnD,equipment,Bottle,Black,Red,,,,MYTHIC RARE
1016014,1,0,1,3,0,3,Strixhaven,equipment,Ring,Blue,White,Green,Red,,MYTHIC RARE
1016015,3,0,1,0,1,3,DnD,equipment,Talisman,Blue,Red,Green,,,RARE
1016016,0,0,3,3,0,3,DnD,equipment,Talisman,Blue,Green,,,,RARE
1016017,1,2,0,2,0,0,Ravnica,creature,zombie,Blue,,,,,RARE
1016018,2,1,1,3,1,1,Innistrad,creature,dragon,Black,White,Red,,,MYTHIC RARE
1016019,1,3,1,3,0,3,DnD,creature,dwarf,Blue,,,,,COMMON
1016020,0,2,2,1,3,2,Kamigawa,equipment,Talisman,White,Green,Black,Blue,,RARE
1016021,2,1,0,3,3,3,Strixhaven,creature,human,Blue,,,,,UNCOMMON
1016022,3,2,0,0,3,3,Kaldheim,equipment,Sword,Blue,Red,White,,,MYTHIC RARE
1016023,3,3,2,3,3,3,Strixhaven,equipment,Ring,Green,,,,,MYTHIC RARE
1016024,2,1,1,2,3,1,Strixhaven,equipment,Sword,Red,White,Black,,,RARE
1016025,2,3,3,3,3,3,Ravnica,creature,zombie,Black,Green,,,,MYTHIC RARE
1016026,2,3,2,0,1,0,Ravnica,creature,zombie,Red,White,,,,RARE
1016027,0,1,0,0,0,2,Kamigawa,equipment,Boots,Black,White,,,,MYTHIC RARE
1016028,1,2,1,0,0,1,DnD,equipment,Sword,Green,White,Blue,,,MYTHIC RARE
1016029,2,1,3,1,0,2,DnD,creature,dwarf,Blue,Black,,,,UNCOMMON
1016030,2,2,3,1,0,2,Kaldheim,equipment,Ring,Blue,White,Red,,,UNCOMMON
1016031,3,0,0,1,2,3,Kamigawa,creature,dragon,Black,White,,,,RARE
1016032,3,0,1,2,2,2,Kamigawa,equipment,Talisman,Black,Red,Blue,Green,,COMMON
1016033,0,2,0,1,0,2,DnD,creature,dwarf,Blue,White,,,,MYTHIC RARE
1016034,0,2,0,3,0,0,Strixhaven,creature,zombie,White,Red,Blue,Green,,COMMON
