528000,2,1,2,1,0,3,Kaldheim,equipment,Ring,Blue,,,,,UNCOMMON
528001,3,2,1,1,2,2,Kaldheim,equipment,Boots,Black,Blue,White,,,COMMON
528002,3,2,0,3,2,0,DnD,creature,dwarf,White,Black,Red,,,UNCOMMON
528003,0,3,1,0,0,2,Innistrad,creature,zombie,Blue,Red,,,,RARE
528004,2,3,3,2,2,0,Ravnica,equipment,Boots,Blue,Black,Red,,,COMMON
528005,2,2,1,3,2,3,Strixhaven,equipment,Bottle,Black,White,,,,COMMON
528006,3,0,1,0,1,3,Ravnica,equipment,Ring,Black,Green,Blue,Red,,COMMON
528007,1,1,2,3,3,1,Strixhaven,equipment,Talisman,White,Black,,,,RARE
528008,3,1,2,2,1,3,Strixhaven,equipment,Ring,Blue,Red,,,,RARE
528009,0,0,3,3,2,2,Ravnica,creature,dragon,Blue,White,Green,,,UNCOMMON
528010,0,3,1,1,2,0,Ravnica,equipment,Bottle,Red,,,,,MYTHIC RARE
528011,1,0,0,2,0,3,Kamigawa,equipment,Sword,Green,Red,,,,UNCOMMON
528012,2,3,1,2,2,2,Innistrad,equipment,Ring,Blue,Green,Red,,,MYTHIC RARE
528013,1,1,0,3,2,1,Kaldheim,creature,dragon,Black,,,,,RARE
528014,3,1,2,3,2,2,Ravnica,creature,elf,Blue,Green,Red,,,MYTHIC RARE
528015,1,1,1,0,3,1,Innistrad,equipment,Boots,Red,Green,White,Black,,UNCOMMON
528016,3,1,0,1,3,2,Innistrad,equipment,Boots,White,Black,Green,,,COMMON
528017,2,0,0,0,1,3,DnD,equipment,Sword,Blue,Red,Green,,,UNCOMMON
528018,1,3,0,0,2,3,Strixhaven,creature,elf,Green,Black,White,Red,,COMMON
528019,1,0,3,1,3,1,Kamigawa,equipment,Bottle,Green,,,,,MYTHIC RARE
528020,3,3,1,0,2,1,DnD,creature,dragon,Green,,,,,MYTHIC RARE
528021,1,3,1,1,3,1,Innistrad,equipment,Ring,White,Blue,,,,COMMON
528022,1,0,2,2,2,1,Strixhaven,creature,dwarf,Red,Blue,Green,,,MYTHIC RARE
528023,2,0,2,1,1,3,Ravnica,creature,dwarf,Black,,,,,UNCOMMON
528024,3,0,3,2,2,3,Kamigawa,creature,elf,Blue,Red,Green,Black,,RARE
528025,3,2,2,3,0,2,Ravnica,creature,boar,Red,,,,,RARE
528026,0,2,1,2,0,3,Kamigawa,creature,zombie,Blue,,,,,UNCOMMON
528027,0,1,2,0,1,1,Ravnica,equipment,Sword,White,Blue,Green,Red,,RARE
528028,1,3,3,1,0,1,Strixhaven,equipment,Bottle,Black,Blue,,,,COMMON
528029,1,2,0,3,3,1,DnD,creature,elf,White,,,,,MYTHIC RARE
528030,0,3,2,0,0,0,DnD,equipment,Ring,Black,White,Blue,,,UNCOMMON
528031,1,0,3,3,1,3,DnD,equipment,Boots,White,Green,Black,Blue,,MYTHIC RARE
528032,0,3,3,1,1,1,Kamigawa,equipment,Bottle,Green,,,,,MYTHIC RARE
528033,3,3,0,3,1,0,Kaldheim,creature,dwarf,White,,,,,MYTHIC RARE
528034,3,0,3,1,0,3,DnD,creature,boar,Green,Blue,White,,,COMMON
528035,2,3,2,3,2,3,Strixhaven,equipment,Bottle,Red,,,,,UNCOMMON
528036,1,1,2,0,2,2,Kaldheim,creature,elf,White,,,,,MYTHIC RARE
528037,2,0,2,1,3,0,Innistrad,equipment,Bottle,Green,,,,,RARE
528038,2,1,1,2,1,1,Strixhaven,creature,dragon,Green,White,Blue,,,MYTHIC RARE
528039,3,1,1,3,1,0,Strixhaven,equipment,Bottle,White,Blue,,,,UNCOMMON
