832000,1,1,2,2,3,0,Ravnica,creature,zombie,Black,Red,Blue,,,RARE
832001,3,2,3,0,0,2,Ravnica,equipment,Boots,Green,,,,,RARE
832002,3,0,1,2,0,0,Ravnica,creature,human,Blue,White,Black,Red,,RARE
832003,3,1,2,3,0,0,Kamigawa,creature,dragon,White,,,,,RARE
832004,2,0,2,1,2,0,Kamigawa,creature,human,Blue,Green,,,,RARE
832005,1,1,1,1,0,3,DnD,equipment,Talisman,Blue,Red,Green,,,UNCOMMON
832006,1,1,1,3,2,1,Innistrad,equipment,Bottle,Red,,,,,UNCOMMON
832007,0,3,0,2,1,0,Innistrad,equipment,Sword,White,Red,Green,,,RARE
832008,3,2,3,1,3,1,Strixhaven,equipment,Sword,Green,Black,White,,,RARE
832009,1,2,0,0,0,1,Ravnica,equipment,Ring,Red,Blue,Black,Green,,MYTHIC RARE
832010,0,1,3,2,2,0,Innistrad,creature,human,Blue,,,,,COMMON
832011,3,1,1,0,2,1,Strixhaven,equipment,Sword,Black,Blue,,,,UNCOMMON
832012,3,3,3,3,2,1,Innistrad,creature,zombie,Green,Red,Black,,,MYTHIC RARE
832013,1,3,3,3,3,2,DnD,creature,elf,Black,Blue,,,,MYTHIC RARE
832014,3,3,3,3,1,2,Kaldheim,creature,elf,Black,Red,,,,RARE
832015,0,2,1,2,0,2,DnD,equipment,Boots,Black,Red,,,,MYTHIC RARE
832016,1,2,2,3,1,0,Kamigawa,creature,dragon,Blue,Black,,,,RARE
832017,2,3,3,1,0,1,Kamigawa,creature,dwarf,Red,White,Green,Blue,,COMMON
832018,3,3,0,2,1,3,Ravnica,creature,boar,Green,Black,Red,,,RARE
832019,1,1,0,0,2,2,DnD,creature,zombie,Red,White,Blue,,,COMMON
832020,3,0,0,0,1,2,Kamigawa,equipment,Ring,Blue,White,Red,Black,,RARE
832021,0,1,2,2,1,0,DnD,equipment,Sword,White,,,,,COMMON
832022,2,3,2,1,3,2,Strixhaven,creature,dragon,White,Green,,,,COMMON
832023,3,1,1,0,2,1,Innistrad,creature,boar,Black,White,,,,RARE
832024,1,1,3,3,2,2,Kamigawa,equipment,Boots,Green,Blue,,,,UNCOMMON
832025,0,0,0,2,3,1,Kaldheim,equipment,Ring,Green,Red,,,,RARE
832026,2,3,1,0,3,3,DnD,equipment,Sword,Black,White,,,,RARE
832027,3,1,1,2,1,3,Ravnica,equipment,Ring,Red,Green,Black,,,MYTHIC RARE
832028,1,2,3,2,3,0,Innistrad,creature,dwarf,Blue,,,,,RARE
832029,0,0,2,2,0,2,Innistrad,creature,elf,White,Red,Green,Black,,COMMON
832030,1,0,0,0,3,0,Kaldheim,creature,elf,Black,,,,,COMMON
832031,1,2,3,1,1,0,Kaldheim,equipment,Talisman,Red,Blue,,,,COMMON
832032,3,1,2,2,0,0,DnD,equipment,Bottle,Blue,White,Green,,,MYTHIC RARE
832033,2,1,2,3,3,0,Strixhaven,creature,zombie,Green,White,Black,,,COMMON
832034,3,0,2,1,1,3,DnD,equipment,Bottle,Black,Blue,Green,,,RARE
832035,2,2,0,0,3,3,Innistrad,creature,human,Blue,Black,Red,,,COMMON
832036,0,2,3,2,3,1,Kamigawa,equipment,Bottle,White,Red,Green,,,UNCOMMON
832037,0,2,3,1,2,3,Kamigawa,equipment,Bottle,Black,,,,,COMMON
832038,2,2,3,3,0,0,Innistrad,equipment,Ring,Red,Blue,White,,,COMMON
832039,3,2,3,1,1,1,Strixhaven,equipment,Talisman,Black,Red,White,Green,,RARE
832040,2,1,2,0,1,1,DnD,equipment,Boots,Green,,,,,MYTHIC RARE
832041,3,3,1,3,3,3,Ravnica,equipment,Sword,Blue,Green,,,,UNCOMMON
832042,0,1,1,3,0,2,Ravnica,equipment,Ring,Green,Black,Red,,,RARE
832043,3,3,2,1,3,3,Strixhaven,equipment,Boots,Red,White,Black,,,UNCOMMON
832044,3,2,0,3,1,3,Kaldheim,creature,elf,Red,Blue,Black,,,MYTHIC RARE
832045,0,1,0,0,3,2,Innistrad,creature,zombie,Green,Red,Black,,,RARE
832046,2,2,3,0,2,1,Ravnica,creature,zombie,Black,Blue,Green,,,RARE
832047,3,1,1,2,3,3,Ravnica,equipment,Bottle,Black,,,,,UNCOMMON
832048,3,3,2,3,0,0,DnD,creature,elf,White,Blue,,,,RARE
832049,2,2,1,3,2,2,Innistrad,equipment,Sword,Blue,Green,Black,White,,RARE
832050,3,2,1,3,2,1,Ravnica,creature,dragon,Black,Red,White,,,UNCOMMON
832051,2,1,1,0,2,1,DnD,equipment,Ring,Green,Red,White,Blue,,COMMON
832052,2,3,2,3,2,2,DnD,equipment,Ring,Red,Blue,White,,,UNCOMMON
832053,1,0,3,3,3,0,Kaldheim,equipment,Talisman,Red,White,,,,UNCOMMON
832054,1,3,0,1,1,2,Strixhaven,equipment,Bottle,Blue,,,,,RARE
832055,3,1,3,0,0,1,Kaldheim,equipment,Bottle,Red,,,,,MYTHIC RARE
832056,2,1,3,3,2,1,Strixhaven,creature,boar,Black,Red,,,,COMMON
832057,1,3,2,0,3,1,DnD,creature,dragon,Black,,,,,RARE
832058,0,0,3,2,1,1,Kamigawa,equipment,Boots,Red,Blue,,,,COMMON
832059,0,0,1,3,0,2,Strixhaven,equipment,Sword,Red,Black,White,,,RARE
832060,0,1,1,0,0,1,Kaldheim,equipment,Bottle,Black,Blue,,,,RARE
832061,0,1,0,1,3,3,Kaldheim,creature,boar,Green,Black,,,,RARE
832062,3,2,1,2,0,1,Kamigawa,equipment,Sword,Black,Red,Green,,,MYTHIC RARE
832063,1,0,2,3,0,1,Kaldheim,creature,elf,Black,,,,,MYTHIC RARE
832064,2,1,0,1,1,2,Ravnica,creature,boar,White,Black,,,,UNCOMMON
