774000,3,3,3,0,1,2,DnD,creature,dwarf,Black,Blue,,,,UNCOMMON
774001,1,1,3,2,3,1,Strixhaven,equipment,Bottle,Green,Blue,,,,UNCOMMON
774002,2,1,1,3,0,1,Kaldheim,equipment,Boots,Red,,,,,RARE
774003,1,0,3,2,3,0,Strixhaven,equipment,Boots,Red,Green,,,,RARE
774004,2,1,2,1,2,3,Innistrad,creature,boar,Red,Green,Black,,,COMMON
774005,1,3,0,0,2,3,Kaldheim,equipment,Talisman,Red,Black,Blue,,,RARE
774006,0,1,2,2,1,0,Kamigawa,creature,elf,White,,,,,COMMON
774007,1,2,1,1,2,1,Kaldheim,creature,human,White,Red,Green,,,COMMON
774008,1,2,1,2,2,0,Ravnica,creature,boar,Green,White,Black,,,COMMON
774009,0,1,1,2,0,0,Strixhaven,creature,elf,White,Green,Red,Blue,,MYTHIC RARE
774010,1,0,0,3,0,0,Strixhaven,equipment,Bottle,Black,Green,Blue,,,COMMON
774011,1,0,2,2,1,2,Kamigawa,creature,boar,Red,White,,,,MYTHIC RARE
774012,0,2,2,3,2,0,Strixhaven,creature,zombie,Blue,White,Green,Red,Black,COMMON
774013,1,3,0,2,1,0,Innistrad,equipment,Talisman,Red,Black,,,,RARE
774014,2,3,3,3,3,0,Kaldheim,equipment,Bottle,Black,Red,White,,,MYTHIC RARE
774015,3,3,3,2,1,3,DnD,creature,dwarf,Red,Blue,Black,,,COMMON
774016,2,3,2,3,3,0,Innistrad,creature,dragon,White,,,,,UNCOMMON
774017,1,3,3,1,0,3,Kaldheim,equipment,Talisman,Green,Black,,,,MYTHIC RARE
774018,1,2,1,1,2,0,DnD,creature,elf,White,,,,,UNCOMMON
774019,1,2,0,2,3,1,Kaldheim,equipment,Ring,Blue,Red,,,,UNCOMMON
774020,2,0,2,0,2,0,Ravnica,creature,zombie,Red,White,,,,UNCOMMON
774021,0,3,1,1,2,1,Innistrad,equipment,Talisman,Red,Green,,,,COMMON
774022,1,3,2,3,3,0,Strixhaven,creature,dwarf,White,,,,,RARE
774023,1,3,2,0,2,1,Innistrad,equipment,Bottle,Red,Black,,,,UNCOMMON
774024,2,3,1,1,2,2,Kamigawa,creature,dragon,Black,Green,,,,MYTHIC RARE
774025,3,3,2,3,0,0,Kaldheim,creature,human,Green,White,,,,RARE
774026,0,1,3,3,2,0,DnD,creature,elf,Black,Red,,,,UNCOMMON
774027,2,0,1,1,0,1,Kaldheim,equipment,Boots,Black,White,,,,RARE
774028,2,2,2,3,1,0,Kaldheim,equipment,Sword,White,Black,,,,MYTHIC RARE
774029,2,1,3,1,1,2,Kamigawa,equipment,Talisman,Black,Red,White,Green,,RARE
774030,2,1,3,1,0,1,Innistrad,equipment,Talisman,Green,Red,White,Blue,Black,COMMON
774031,3,2,2,3,3,3,DnD,equipment,Talisman,White,,,,,MYTHIC RARE
774032,1,3,3,0,2,1,Ravnica,equipment,Boots,Green,White,Black,,,COMMON
774033,2,1,2,3,2,2,DnD,equipment,Bottle,White,Green,Red,Blue,,COMMON
774034,0,1,1,0,3,1,Kaldheim,equipment,Sword,Black,,,,,COMMON
774035,1,3,3,1,2,3,Strixhaven,equipment,Ring,Black,Blue,Green,,,COMMON
774036,1,2,0,1,2,1,Kamigawa,creature,zombie,Blue,White,,,,COMMON
774037,0,0,1,2,3,2,DnD,creature,human,Green,White,,,,COMMON
774038,2,1,0,1,3,1,Innistrad,creature,elf,Black,Blue,White,Red,,COMMON
774039,2,3,3,1,3,3,DnD,creature,elf,Red,Green,White,,,UNCOMMON
774040,2,1,3,3,3,2,Innistrad,creature,dragon,White,Black,Green,Red,,UNCOMMON
774041,2,0,0,0,0,2,Ravnica,equipment,Sword,Blue,Black,,,,RARE
774042,1,1,0,2,0,2,Kaldheim,equipment,Ring,Black,Red,,,,RARE
774043,2,3,2,3,0,1,Innistrad,equipment,Sword,Blue,Black,White,,,COMMON
774044,1,2,3,1,2,2,DnD,equipment,Boots,Blue,Red,,,,COMMON
774045,1,0,2,0,3,2,Kamigawa,equipment,Talisman,Black,White,Blue,,,RARE
774046,3,3,0,2,3,3,Strixhaven,creature,zombie,Green,White,,,,UNCOMMON
774047,0,1,3,2,2,0,Strixhaven,equipment,Sword,Green,Red,White,,,RARE
774048,1,2,0,1,2,0,Kaldheim,equipment,Ring,White,,,,,UNCOMMON
774049,2,3,3,0,0,1,Strixhaven,equipment,Boots,White,,,,,MYTHIC RARE
774050,0,3,2,2,2,2,DnD,creature,elf,Red,,,,,UNCOMMON
774051,3,1,2,2,3,2,Kaldheim,creature,human,Red,Black,,,,RARE
774052,3,1,1,3,3,3,Kamigawa,equipment,Sword,Red,,,,,RARE
774053,0,2,1,2,3,0,DnD,creature,dragon,Red,Blue,White,,,MYTHIC RARE
774054,1,3,3,1,3,3,Strixhaven,equipment,Boots,Black,,,,,COMMON
774055,1,1,1,0,1,2,Ravnica,creature,human,Green,Blue,White,,,RARE
774056,2,2,0,2,1,0,Kaldheim,equipment,Talisman,Black,Red,Green,,,MYTHIC RARE
774057,3,2,0,1,1,0,Strixhaven,equipment,Boots,Blue,White,,,,COMMON
774058,2,0,3,1,3,2,Innistrad,equipment,Talisman,White,,,,,MYTHIC RARE
774059,2,1,3,1,0,1,Strixhaven,creature,elf,Green,Black,White,,,MYTHIC RARE
774060,3,1,2,0,2,1,Ravnica,equipment,Talisman,Green,Blue,Black,,,UNCOMMON
774061,0,1,0,2,2,0,Ravnica,equipment,Boots,Red,,,,,RARE
774062,2,2,1,2,0,2,Innistrad,creature,dragon,Blue,,,,,COMMON
774063,2,0,3,3,1,3,Ravnica,equipment,Talisman,White,,,,,COMMON
774064,1,2,2,1,2,1,Innistrad,equipment,Talisman,Red,,,,,RARE
774065,2,0,0,1,2,3,Strixhaven,equipment,Sword,Blue,Red,,,,MYTHIC RARE
774066,0,3,0,2,1,1,DnD,equipment,Bottle,Red,Blue,,,,MYTHIC RARE
774067,2,0,1,2,0,1,Kamigawa,equipment,Bottle,Blue,White,,,,UNCOMMON
774068,0,2,1,0,2,0,Kaldheim,equipment,Bottle,Red,Blue,Green,,,MYTHIC RARE
774069,0,1,1,0,0,1,Innistrad,equipment,Ring,White,,,,,COMMON
774070,2,3,1,1,0,1,Ravnica,creature,dragon,Green,Red,,,,UNCOMMON
774071,3,1,0,3,3,1,Kamigawa,equipment,Ring,White,Green,Red,,,RARE
774072,1,2,3,2,2,2,DnD,equipment,Boots,Green,White,Blue,,,COMMON
774073,0,3,1,1,0,1,Strixhaven,equipment,Boots,Black,White,Red,,,RARE
774074,1,3,3,3,1,2,Strixhaven,creature,boar,White,,,,,MYTHIC RARE
774075,0,0,0,0,2,2,Kamigawa,equipment,Sword,Blue,White,,,,UNCOMMON
774076,2,0,1,1,1,3,Innistrad,creature,human,Green,Red,Blue,,,COMMON
774077,3,2,1,1,1,3,Ravnica,creature,human,Black,White,Green,,,RARE
