786000,1,2,1,0,1,0,Ravnica,equipment,Ring,Black,Red,,,,RARE
786001,1,1,1,3,3,0,Innistrad,creature,dwarf,White,Black,,,,RARE
786002,2,2,1,1,2,0,Strixhaven,creature,dragon,Black,Blue,,,,RARE
786003,2,3,3,2,1,2,Kaldheim,equipment,Ring,Green,Red,White,Blue,,COMMON
786004,0,1,0,1,1,1,Ravnica,creature,dragon,White,Blue,Red,Black,,UNCOMMON
786005,1,0,0,0,0,1,Innistrad,equipment,Boots,Blue,Green,White,,,COMMON
786006,3,2,0,2,3,0,Kamigawa,creature,zombie,Green,White,Blue,,,MYTHIC RARE
786007,0,3,3,0,0,0,Kamigawa,creature,boar,Blue,,,,,MYTHIC RARE
786008,1,3,2,2,0,1,Ravnica,creature,zombie,Red,,,,,RARE
786009,1,3,1,1,3,0,Kaldheim,equipment,Bottle,Red,,,,,RARE
786010,3,0,0,0,3,1,Innistrad,equipment,Bottle,Red,Green,Blue,,,UNCOMMON
786011,0,1,1,0,2,0,Ravnica,creature,boar,Green,,,,,UNCOMMON
786012,1,2,2,2,3,0,Innistrad,equipment,Bottle,White,,,,,MYTHIC RARE
786013,0,0,2,3,3,3,DnD,creature,elf,Blue,Black,,,,COMMON
786014,0,1,3,0,1,3,Kaldheim,creature,dwarf,Green,Blue,Red,Black,,RARE
786015,0,1,1,0,2,3,Strixhaven,creature,boar,Blue,,,,,COMMON
786016,3,0,3,1,3,1,Kamigawa,creature,zombie,Black,,,,,COMMON
786017,0,1,3,0,0,0,Strixhaven,equipment,Boots,Black,White,Red,Blue,,RARE
786018,1,2,3,3,1,2,Ravnica,equipment,Talisman,White,,,,,RARE
786019,3,2,0,1,3,3,Ravnica,equipment,Bottle,Black,Red,Green,White,,MYTHIC RARE
786020,0,3,3,0,1,3,Kaldheim,creature,elf,Green,Red,,,,UNCOMMON
786021,0,3,0,1,1,3,Ravnica,equipment,Ring,White,,,,,MYTHIC RARE
786022,1,1,1,3,3,0,Kamigawa,creature,dwarf,Red,Green,Blue,,,COMMON
786023,3,0,0,3,0,3,Kamigawa,equipment,Bottle,Black,Red,Green,,,MYTHIC RARE
786024,1,3,3,3,2,3,DnD,equipment,Sword,White,,,,,COMMON
786025,3,0,2,3,1,1,Strixhaven,equipment,Bottle,Red,Green,Black,,,RARE
786026,1,2,3,0,2,1,Innistrad,equipment,Bottle,Red,Blue,Green,White,,MYTHIC RARE
786027,1,1,0,0,0,1,Innistrad,creature,elf,Red,Green,Blue,,,MYTHIC RARE
786028,0,1,0,0,0,3,Kaldheim,creature,zombie,Blue,,,,,COMMON
786029,0,2,3,0,2,3,Strixhaven,creature,dragon,Green,White,,,,COMMON
786030,0,2,3,0,1,0,Strixhaven,creature,dragon,White,,,,,MYTHIC RARE
786031,0,0,2,0,0,1,DnD,equipment,Bottle,White,Red,Black,,,UNCOMMON
786032,0,2,0,0,1,1,Kamigawa,equipment,Ring,Blue,White,Black,,,UNCOMMON
786033,1,2,0,0,3,0,Ravnica,creature,boar,Green,,,,,COMMON
786034,2,3,0,2,0,3,Strixhaven,creature,zombie,Red,Green,,,,COMMON
786035,1,3,1,3,2,1,Kaldheim,equipment,Talisman,White,Red,,,,UNCOMMON
786036,2,3,2,2,3,2,Ravnica,creature,human,Black,White,,,,RARE
786037,1,3,2,1,2,0,DnD,creature,zombie,Green,Red,,,,MYTHIC RARE
786038,0,2,0,3,3,2,DnD,creature,dragon,Blue,White,Green,,,MYTHIC RARE
786039,1,0,3,0,2,0,DnD,equipment,Ring,Blue,Red,,,,UNCOMMON
786040,3,3,1,1,3,1,Strixhaven,creature,boar,Black,Red,,,,UNCOMMON
786041,1,1,1,0,2,0,Innistrad,creature,dwarf,White,Black,,,,MYTHIC RARE
786042,1,0,1,2,0,1,Ravnica,equipment,Boots,Red,White,,,,MYTHIC RARE
786043,3,3,3,3,1,1,Innistrad,equipment,Bottle,White,Red,,,,MYTHIC RARE
786044,1,0,0,0,1,1,DnD,creature,dragon,Blue,,,,,RARE
786045,0,1,0,3,1,2,Kamigawa,creature,dragon,White,Black,Blue,,,RARE
786046,3,1,3,1,2,2,DnD,equipment,Ring,Green,White,Red,,,RARE
786047,3,3,1,0,0,3,Kaldheim,equipment,Sword,Red,Blue,,,,MYTHIC RARE
786048,2,2,2,1,2,2,DnD,equipment,Boots,Green,,,,,RARE
786049,2,1,2,2,2,2,Kaldheim,equipment,Bottle,Blue,Black,Green,,,COMMON
786050,3,3,0,2,3,3,DnD,creature,zombie,Green,White,,,,MYTHIC RARE
786051,2,2,1,2,3,3,Innistrad,equipment,Talisman,Red,,,,,MYTHIC RARE
786052,1,3,2,1,2,2,Ravnica,creature,elf,Black,Red,Blue,,,COMMON
786053,2,1,1,2,1,1,Innistrad,equipment,Talisman,Black,,,,,MYTHIC RARE
786054,1,0,1,0,2,1,Strixhaven,creature,dragon,White,Black,,,,RARE
786055,2,1,2,0,2,0,Kaldheim,equipment,Ring,Black,Green,Blue,,,UNCOMMON
786056,1,1,2,0,2,1,Strixhaven,creature,boar,Blue,Black,White,Red,,RARE
786057,3,3,0,3,3,2,Ravnica,equipment,Ring,Red,,,,,RARE
786058,2,3,2,2,1,3,Kamigawa,equipment,Ring,White,Blue,,,,COMMON
786059,2,3,2,2,2,2,Innistrad,equipment,Ring,Blue,Green,Black,,,RARE
786060,3,3,3,3,0,3,Kamigawa,creature,human,Blue,Red,,,,COMMON
786061,1,3,1,3,1,2,DnD,creature,human,Green,,,,,RARE
786062,3,0,2,3,0,1,Kamigawa,creature,boar,Red,,,,,UNCOMMON
786063,3,2,2,0,1,0,Kamigawa,creature,dragon,Red,White,Green,,,MYTHIC RARE
786064,3,3,1,1,3,1,Kamigawa,equipment,Ring,Blue,White,Green,,,COMMON
786065,3,0,0,2,1,3,Kamigawa,equipment,Bottle,Black,Green,,,,UNCOMMON
786066,3,3,2,1,1,2,Kamigawa,equipment,Ring,Green,Red,,,,RARE
786067,2,0,0,0,1,1,Ravnica,creature,dwarf,White,Red,Green,Blue,,UNCOMMON
786068,1,1,0,0,0,3,Innistrad,creature,boar,Blue,,,,,RARE
786069,1,3,1,1,3,3,Ravnica,equipment,Boots,White,Red,,,,COMMON
786070,3,2,0,3,0,2,Kamigawa,creature,human,Blue,Green,,,,UNCOMMON
786071,2,3,0,3,3,2,DnD,equipment,Sword,White,,,,,RARE
786072,2,0,0,3,1,3,Kaldheim,equipment,Boots,White,Red,,,,COMMON
786073,2,1,2,2,3,2,DnD,creature,dwarf,Black,,,,,RARE
786074,0,2,1,1,2,0,Kaldheim,equipment,Talisman,Red,Green,Black,,,MYTHIC RARE
786075,0,2,1,3,1,2,Strixhaven,equipment,Talisman,Green,,,,,MYTHIC RARE
786076,3,1,0,2,3,0,Strixhaven,creature,elf,Blue,,,,,UNCOMMON
786077,3,1,2,3,0,3,Innistrad,equipment,Bottle,Green,Red,,,,UNCOMMON
786078,1,1,0,2,3,2,Ravnica,creature,dwarf,Blue,Red,,,,UNCOMMON
786079,1,1,1,3,2,1,Kaldheim,equipment,Boots,White,Blue,,,,RARE
786080,1,2,2,0,2,2,Kamigawa,equipment,Ring,Blue,Green,White,,,RARE
