1830000,1,0,3,2,3,0,Strixhaven,equipment,Talisman,Blue,,,,,MYTHIC RARE
1830001,3,1,1,3,2,2,Innistrad,creature,dwarf,Red,,,,,COMMON
1830002,1,3,1,2,1,2,Strixhaven,creature,dragon,Red,Blue,,,,COMMON
1830003,2,3,0,0,3,3,Ravnica,creature,dragon,Black,Blue,,,,MYTHIC RARE
1830004,2,1,3,3,1,1,DnD,creature,boar,Blue,,,,,MYTHIC RARE
1830005,1,1,0,0,2,3,Ravnica,creature,boar,Blue,Red,Black,,,RARE
1830006,3,3,0,0,3,3,Innistrad,equipment,Bottle,Green,,,,,MYTHIC RARE
1830007,2,0,1,1,0,1,Kaldheim,creature,human,Green,Black,Red,,,UNCOMMON
1830008,3,1,2,3,2,3,Strixhaven,creature,zombie,Green,White,,,,UNCOMMON
1830009,3,3,1,1,2,2,Ravnica,equipment,Bottle,Red,Black,,,,MYTHIC RARE
1830010,0,3,0,1,1,1,Innistrad,creature,zombie,White,Red,,,,MYTHIC RARE
1830011,1,2,1,3,2,0,Innistrad,creature,elf,Blue,Red,,,,COMMON
1830012,3,0,3,1,1,3,Ravnica,equipment,Ring,White,Red,Green,,,MYTHIC RARE
1830013,1,0,2,0,2,1,Ravnica,equipment,Talisman,Red,Green,,,,RARE
1830014,0,0,1,0,3,0,Strixhaven,creature,zombie,White,Blue,Black,Green,,COMMON
1830015,2,2,0,2,0,1,Ravnica,equipment,Boots,White,Red,Blue,Black,,UNCOMMON
1830016,3,1,3,3,1,3,Strixhaven,equipment,Boots,Blue,White,Green,,,UNCOMMON
1830017,0,3,2,0,3,1,Ravnica,equipment,Sword,Red,White,Black,Blue,,UNCOMMON
1830018,0,3,1,1,3,1,Innistrad,creature,zombie,Green,,,,,RARE
1830019,2,1,3,3,3,2,Kaldheim,equipment,Talisman,Blue,,,,,RARE
1830020,0,1,0,1,3,3,Strixhaven,equipment,Sword,Green,Blue,White,,,RARE
1830021,3,2,0,0,0,2,DnD,creature,human,Black,Green,,,,RARE
1830022,0,0,2,1,0,2,DnD,equipment,Boots,Black,White,,,,UNCOMMON
1830023,1,0,1,0,1,1,Ravnica,creature,human,Blue,Green,,,,MYTHIC RARE
1830024,3,3,1,0,3,3,Innistrad,equipment,Ring,White,Green,Red,,,MYTHIC RARE
1830025,2,2,2,3,1,2,Strixhaven,equipment,Ring,Red,Green,Black,White,,COMMON
1830026,3,3,1,1,1,1,Kamigawa,equipment,Sword,Black,Green,,,,RARE
1830027,2,1,0,3,2,3,DnD,creature,zombie,Green,Black,White,,,UNCOMMON
