650000,2,2,3,3,3,1,Innistrad,creature,boar,White,Blue,,,,COMMON
650001,0,1,3,0,2,3,Kaldheim,creature,dwarf,Red,Green,,,,RARE
650002,3,2,0,0,1,2,Innistrad,creature,dwarf,Blue,Green,White,,,UNCOMMON
650003,1,1,0,3,1,2,Ravnica,creature,dwarf,Black,,,,,MYTHIC RARE
650004,1,0,3,3,3,3,DnD,creature,zombie,Green,,,,,UNCOMMON
650005,2,0,3,2,2,3,Kaldheim,creature,elf,White,Blue,Black,,,MYTHIC RARE
650006,3,1,0,0,1,2,Innistrad,equipment,Sword,Red,Green,Blue,,,MYTHIC RARE
650007,0,1,1,0,1,0,Kaldheim,equipment,Boots,Blue,Green,,,,RARE
650008,3,1,0,2,3,3,Strixhaven,creature,boar,White,Blue,,,,MYTHIC RARE
650009,0,1,0,3,0,0,Ravnica,creature,dragon,Blue,Red,Black,,,UNCOMMON
650010,0,1,2,1,0,1,DnD,equipment,Boots,White,,,,,COMMON
650011,1,1,1,2,0,2,DnD,equipment,Sword,White,Black,,,,UNCOMMON
650012,3,2,2,1,1,2,Ravnica,equipment,Ring,Green,,,,,UNCOMMON
650013,2,0,3,2,2,1,Strixhaven,equipment,Talisman,Black,Green,Blue,White,,RARE
650014,0,0,1,1,0,3,Kaldheim,creature,human,Black,Red,Blue,,,RARE
650015,3,3,0,2,0,0,Ravnica,equipment,Boots,Black,Red,Green,,,UNCOMMON
650016,2,1,3,2,2,0,Strixhaven,creature,boar,Green,Red,White,,,UNCOMMON
650017,0,3,3,2,1,3,Strixhaven,creature,boar,White,Blue,Black,,,UNCOMMON
650018,3,0,2,0,0,2,Ravnica,creature,dragon,White,Blue,,,,MYTHIC RARE
650019,1,0,3,1,3,2,DnD,equipment,Talisman,Black,White,,,,UNCOMMON
650020,0,1,3,2,0,0,Ravnica,creature,zombie,Black,Blue,Red,,,RARE
650021,3,0,3,1,0,3,Strixhaven,creature,zombie,White,Green,Red,,,COMMON
650022,1,0,2,0,1,2,Kamigawa,creature,human,Green,Blue,,,,COMMON
650023,3,2,1,2,3,1,Innistrad,equipment,Boots,White,,,,,RARE
650024,1,1,2,0,0,0,Kaldheim,equipment,Ring,Black,Red,White,,,COMMON
