1258000,3,1,3,3,0,1,Kaldheim,creature,human,Blue,,,,,MYTHIC RARE
1258001,2,2,1,1,2,2,Kamigawa,creature,elf,Black,Blue,,,,RARE
1258002,3,2,1,3,2,1,Kamigawa,equipment,Sword,White,,,,,RARE
1258003,2,2,1,0,1,2,Kamigawa,equipment,Talisman,Red,Blue,White,,,UNCOMMON
1258004,1,2,2,2,2,2,Kaldheim,equipment,Sword,Red,Black,White,Green,,UNCOMMON
1258005,3,2,3,1,3,3,Ravnica,equipment,Ring,Green,Black,Blue,,,MYTHIC RARE
1258006,3,2,3,3,1,1,Kaldheim,equipment,Bottle,Green,Black,Red,Blue,,RARE
1258007,3,0,2,2,1,3,Ravnica,equipment,Bottle,White,,,,,MYTHIC RARE
1258008,2,3,0,3,2,0,Ravnica,creature,human,Red,,,,,COMMON
1258009,2,3,2,1,3,3,Strixhaven,creature,zombie,Blue,,,,,RARE
1258010,0,0,3,1,1,0,Ravnica,equipment,Talisman,Green,White,,,,COMMON
1258011,0,2,1,3,0,3,Innistrad,creature,zombie,Black,Green,Blue,Red,,UNCOMMON
1258012,2,0,3,2,3,3,Innistrad,creature,elf,Red,White,Green,,,UNCOMMON
1258013,1,1,1,2,2,0,Kaldheim,creature,zombie,Blue,,,,,RARE
1258014,2,0,0,3,1,3,Ravnica,equipment,Boots,White,Black,Red,Blue,,RARE
1258015,1,3,0,3,2,1,Kamigawa,equipment,Talisman,Blue,Red,Black,,,RARE
1258016,2,1,0,0,1,0,Kaldheim,creature,dragon,Blue,Black,,,,RARE
1258017,3,0,3,3,1,2,Strixhaven,creature,boar,White,,,,,UNCOMMON
1258018,3,1,0,2,3,1,Kaldheim,creature,zombie,Green,Red,White,,,MYTHIC RARE
1258019,1,2,0,2,1,2,Ravnica,creature,elf,White,,,,,MYTHIC RARE
1258020,1,1,0,3,2,0,DnD,equipment,Ring,Green,White,,,,COMMON
1258021,0,0,0,3,2,3,Innistrad,creature,dragon,Blue,Black,,,,MYTHIC RARE
1258022,1,2,0,1,0,2,Strixhaven,equipment,Talisman,Blue,Red,Green,,,UNCOMMON
1258023,1,2,1,2,1,0,Kaldheim,creature,human,Green,,,,,MYTHIC RARE
1258024,0,0,1,3,3,0,Kaldheim,equipment,Talisman,Black,,,,,MYTHIC RARE
1258025,3,2,1,3,2,3,Strixhaven,creature,boar,Red,Green,Blue,White,,COMMON
1258026,0,2,1,1,1,0,Kamigawa,creature,boar,Blue,Green,White,,,MYTHIC RARE
1258027,3,3,0,1,0,1,Strixhaven,creature,dwarf,White,,,,,MYTHIC RARE
1258028,3,1,3,3,1,1,DnD,creature,zombie,Black,White,Green,,,RARE
1258029,3,1,3,1,1,3,Kaldheim,creature,zombie,Blue,White,Black,,,RARE
1258030,1,0,3,0,2,1,Strixhaven,equipment,Sword,Green,,,,,MYTHIC RARE
1258031,3,3,1,3,3,1,Ravnica,creature,boar,Black,Red,Blue,,,MYTHIC RARE
1258032,0,2,2,2,3,0,DnD,equipment,Bottle,Red,Blue,White,,,UNCOMMON
1258033,2,3,3,1,0,2,DnD,creature,zombie,Green,White,Red,,,MYTHIC RARE
1258034,0,1,1,1,1,2,Ravnica,equipment,Boots,Red,Blue,,,,UNCOMMON
1258035,2,0,0,2,3,3,Innistrad,equipment,Sword,Red,,,,,COMMON
1258036,0,3,3,3,0,3,Innistrad,creature,dragon,White,Green,,,,RARE
1258037,0,1,1,2,2,2,Kamigawa,equipment,Talisman,Blue,Black,,,,COMMON
1258038,1,2,3,1,1,1,Kamigawa,creature,dwarf,Blue,White,,,,MYTHIC RARE
1258039,3,0,2,3,3,3,Strixhaven,equipment,Talisman,Blue,Black,,,,MYTHIC RARE
1258040,2,1,2,3,2,3,DnD,creature,zombie,White,,,,,RARE
1258041,0,0,2,0,1,1,Ravnica,creature,elf,Blue,White,Black,Red,,UNCOMMON
1258042,2,1,2,1,1,0,Innistrad,equipment,Sword,Black,White,Red,,,UNCOMMON
1258043,0,2,2,1,0,1,Kamigawa,creature,zombie,Green,,,,,MYTHIC RARE
1258044,2,2,2,0,1,2,Ravnica,equipment,Ring,Green,Blue,,,,MYTHIC RARE
1258045,2,1,1,2,0,0,Strixhaven,creature,dragon,White,Black,Green,,,MYTHIC RARE
1258046,1,2,3,3,3,2,Kaldheim,equipment,Ring,Red,Black,Blue,,,COMMON
1258047,2,0,3,3,1,0,Innistrad,creature,elf,Red,,,,,MYTHIC RARE
1258048,0,0,1,0,0,3,DnD,equipment,Ring,Blue,Red,,,,RARE
1258049,1,3,2,3,2,3,Kamigawa,equipment,Sword,Blue,Red,Green,White,,COMMON
1258050,1,0,2,2,0,1,DnD,equipment,Sword,Red,Green,,,,MYTHIC RARE
1258051,2,1,0,1,2,0,Kamigawa,creature,human,Black,Blue,White,,,MYTHIC RARE
1258052,1,1,2,2,0,1,Kamigawa,equipment,Boots,Blue,Black,White,,,COMMON
1258053,2,0,0,2,2,2,Innistrad,equipment,Bottle,Green,,,,,RARE
1258054,1,1,3,3,2,3,DnD,creature,dwarf,Green,Black,Red,,,COMMON
1258055,1,1,0,2,1,3,Kamigawa,equipment,Talisman,Red,White,Blue,,,RARE
1258056,1,2,3,1,3,0,Ravnica,creature,dwarf,Red,White,,,,RARE
1258057,3,2,3,0,3,0,Kamigawa,creature,dwarf,Green,Black,White,,,RARE
1258058,1,0,3,1,2,2,Ravnica,equipment,Boots,White,Green,Blue,,,UNCOMMON
1258059,1,2,3,3,1,1,Innistrad,equipment,Boots,Black,Red,,,,COMMON
1258060,3,3,1,1,2,3,Strixhaven,equipment,Sword,Green,Red,,,,MYTHIC RARE
1258061,1,3,3,0,1,1,Kaldheim,equipment,Bottle,Blue,Black,,,,COMMON
1258062,1,2,2,3,1,0,DnD,equipment,Talisman,Green,White,Black,,,COMMON
1258063,0,2,3,3,0,1,Kamigawa,creature,boar,White,Blue,Green,,,COMMON
1258064,2,3,1,3,1,3,DnD,creature,zombie,Green,Black,White,Blue,,MYTHIC RARE
1258065,2,0,0,0,2,2,Ravnica,equipment,Ring,Black,Green,,,,COMMON
1258066,1,2,2,1,1,1,Innistrad,equipment,Boots,White,,,,,COMMON
1258067,0,2,3,3,0,2,Strixhaven,creature,dwarf,White,Blue,,,,MYTHIC RARE
1258068,3,1,1,2,3,1,DnD,creature,zombie,White,Green,,,,COMMON
