1546000,0,3,2,0,0,3,Ravnica,equipment,Ring,White,Red,Black,Green,,RARE
1546001,3,3,0,3,0,0,Ravnica,equipment,Ring,Black,Red,White,,,UNCOMMON
1546002,1,0,3,3,0,3,DnD,creature,human,Black,,,,,COMMON
1546003,0,2,2,1,2,2,Kamigawa,creature,zombie,Red,White,Blue,,,RARE
1546004,1,1,2,0,2,0,Innistrad,equipment,Talisman,Black,,,,,RARE
1546005,2,1,3,3,2,2,Kamigawa,equipment,Boots,White,,,,,RARE
1546006,0,2,3,2,1,1,Innistrad,creature,elf,Red,,,,,COMMON
1546007,1,3,0,2,3,2,Strixhaven,creature,elf,White,Red,Black,,,MYTHIC RARE
1546008,0,0,3,2,3,2,Ravnica,creature,boar,Green,Red,Black,,,COMMON
1546009,2,0,2,3,0,0,Ravnica,creature,boar,Black,Blue,White,,,MYTHIC RARE
1546010,0,3,3,2,1,2,Innistrad,creature,boar,Blue,Green,White,,,RARE
1546011,3,1,1,1,2,1,Strixhaven,equipment,Bottle,Blue,Red,,,,MYTHIC RARE
1546012,2,0,3,0,0,1,Strixhaven,equipment,Boots,Blue,Red,,,,RARE
1546013,2,0,3,0,0,3,Kamigawa,creature,elf,Blue,,,,,UNCOMMON
1546014,0,2,2,0,1,3,Strixhaven,equipment,Ring,Green,Red,Black,White,,MYTHIC RARE
1546015,3,2,2,1,3,2,DnD,equipment,Ring,White,,,,,RARE
1546016,2,2,2,0,1,1,Ravnica,creature,dwarf,Blue,,,,,COMMON
1546017,2,0,3,2,3,2,Ravnica,creature,elf,Red,Blue,,,,RARE
1546018,0,3,0,2,0,2,Strixhaven,creature,dragon,Black,Red,,,,UNCOMMON
1546019,2,2,0,2,3,2,DnD,creature,elf,Green,Black,Blue,White,,COMMON
1546020,2,2,3,2,3,0,Kamigawa,equipment,Boots,Blue,Green,Red,,,UNCOMMON
1546021,1,1,2,0,2,3,Strixhaven,equipment,Ring,Blue,Red,Black,,,COMMON
1546022,3,0,2,3,3,3,Kaldheim,creature,zombie,Red,Blue,White,,,RARE
1546023,3,1,1,2,3,0,Ravnica,equipment,Boots,White,Blue,,,,COMMON
1546024,0,1,0,0,1,0,Innistrad,creature,dwarf,Green,Blue,,,,UNCOMMON
1546025,0,1,3,0,2,1,Kamigawa,equipment,Bottle,Green,White,,,,UNCOMMON
1546026,1,1,0,3,1,3,Kaldheim,equipment,Bottle,Red,Black,Blue,,,UNCOMMON
1546027,2,3,0,1,0,3,Ravnica,equipment,Bottle,Black,White,,,,RARE
1546028,3,0,3,0,3,0,Kaldheim,equipment,Boots,White,Green,Black,,,MYTHIC RARE
1546029,1,0,1,0,0,3,DnD,creature,dwarf,Blue,Green,Black,White,,MYTHIC RARE
1546030,0,1,2,2,0,3,Innistrad,creature,human,White,,,,,MYTHIC RARE
1546031,1,1,1,0,0,3,Kaldheim,equipment,Talisman,Red,White,Blue,Black,,COMMON
1546032,3,2,1,0,0,3,Ravnica,equipment,Bottle,Black,,,,,COMMON
1546033,0,0,2,1,0,2,Innistrad,equipment,Boots,Red,Black,Green,,,RARE
1546034,1,2,0,2,1,3,Kamigawa,equipment,Sword,Green,,,,,RARE
1546035,0,3,0,1,3,0,Strixhaven,equipment,Sword,Green,Blue,,,,MYTHIC RARE
1546036,0,0,2,1,3,1,Kaldheim,equipment,Bottle,Blue,,,,,MYTHIC RARE
1546037,1,0,1,0,0,2,Ravnica,equipment,Bottle,White,Red,Blue,,,RARE
1546038,3,3,1,0,3,0,Strixhaven,creature,dwarf,Green,Red,,,,COMMON
1546039,3,0,1,1,1,0,Ravnica,creature,human,Blue,White,Green,,,COMMON
1546040,2,2,0,3,3,1,Kaldheim,creature,boar,Green,White,Red,,,COMMON
1546041,3,0,3,2,3,0,Innistrad,equipment,Talisman,Green,Blue,Black,,,UNCOMMON
